serverguid,guid,cpuname,oscaption,osversion,cpucaption,osarchitecture,cpuarchitecture
22e11d1c-e7bf-11ec-9adf-005056918728,6bdc0b87-8991-4dc6-81d7-36aec4d425ca,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,6cb6a1e4-7fa3-45eb-a0ef-49d0d703367c,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,6d4ebd46-ed38-4064-9751-f528b89cc9bb,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,6d93efac-92b1-4d60-9040-61ae738badd8,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,6feea49f-e020-42cf-9ff3-f778bcace842,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,76284252-e2b8-40b0-a67f-9646c2623014,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,7aa7dc42-46f5-498f-876f-e77235df3052,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,7d41551b-ceea-49d1-9155-02b66c708b71,,Microsoft Windows 10 Pro,10.0.19045,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,7d6b68f7-612b-44a6-a801-573be980867c,Intel Pentium III-Prozessor,Microsoft Windows XP Professional,5.1.2600,x86 Family 6 Model 23 Stepping 10,,0
22e11d1c-e7bf-11ec-9adf-005056918728,7e910a7d-243d-4b64-8b9e-02c4bb7bad23,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,7fbdb572-d334-43fa-a60f-4628b418a9fa,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,80f0adb3-2399-4baf-ab74-fb260b12a619,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,826d902b-213c-44dd-b4f6-54da7621aa22,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,850408bb-9d83-407d-b255-2fb73d89ae4d,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8744591b-333d-482c-a503-91befb770ecf,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8a3f68a4-972c-4a56-8f11-4c10fc82a596,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8bd1f2b5-f9f4-49a4-bd3f-846c5048c41c,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8c0f870b-1cc6-4251-8fa2-bd9ede883178,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8d092d66-8c9f-4a33-9876-adde9f8937b4,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,8e717f47-2f6a-494f-8f99-a06a43bee5a7,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,95fd337c-0284-408f-ab6a-8ef762d4a8d0,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,964bf66b-5452-4daa-b98e-3092f008af56,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,9875d5e7-738e-4703-80e6-87a80e42bb34,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,9d59c703-971d-46d6-b3a9-6844c61b5775,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,9fa49d62-1d0c-4191-854d-04591ef9f4d8,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,a01c1d7c-d6af-4624-8cd7-039935a8b946,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,a2a672d2-e3d3-4520-a642-732ae9846c42,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,a997ada6-54e7-4c4f-9d75-1fae79ee4330,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,aaa6cfb6-f6e8-4387-a954-af8985daa7c0,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,ad9ab34d-4c24-41f1-93ef-b06f13bd7be4,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,ae172494-1bda-48b3-9c3e-936d7c5da341,,Microsoft Windows Server 2019 Standard,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,b352e45f-5a09-4e58-b44a-822912467fcb,,Microsoft Windows 7 Ultimate ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,b3ed551d-f67b-473f-9aa0-a2bc52903ff6,,Microsoft Windows 10 Pro,10.0.19045,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,b555a38a-f0e5-463b-baae-e944d273bbb3,,Microsoft Windows 7 Ultimate ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,b6a322a1-66e9-493e-93e4-f023db96b81a,,Microsoft Windows 7 Ultimate ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,b9e1ba89-dff2-4df8-862d-ee85af8d8dad,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,bba71933-cf7b-4508-9a21-c69daa6de297,,Microsoft Windows 7 Professional ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,bdc5c3c7-317f-466e-a0a7-914c852efa47,,Microsoft Windows 7 Ultimate ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,c560b582-03ef-40f8-a1d6-170e53f3ffb9,,Microsoft Windows 10 Pro,10.0.19045,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,c58bf87d-a2ac-46fa-a3fe-83ba551c8dc8,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,c7d57b9d-2415-4afb-9dcf-651d904ef3be,,Microsoft Windows Server 2016 Standard,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,c8aed7a4-024c-46a1-adfa-2cde6e171a23,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,c8e28b5d-adb9-4885-bee7-9136dc34b551,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,cb5bc41e-def3-4fde-8cca-09398b2ab545,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,cdf362fb-bd20-45be-988a-9f31c81d4d43,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,cee8d585-b14d-47eb-aa27-71c3b506e89e,,Microsoft Windows 7 Professional ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,d048b055-30b6-45e9-acb9-85d194eab4f9,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,d2b80de8-2d6b-4a16-a5a2-6d27bc17d103,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,d5ddc410-4323-4421-96e5-57bb20ff37ec,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,e1671947-e076-45ca-8fa2-0f367ae04714,,Microsoft Windows Server 2022 Standard,10.0.20348,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,e969e6ec-2336-4ee9-aec5-c9f551fd2eb4,,Microsoft Windows 7 Ultimate ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,ec116c1e-12b0-4890-a167-37050ba470ea,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,edba9ecf-c1e8-479d-b143-eabdee1297b3,,Microsoft Windows 10 Enterprise LTSC,10.0.17763,,64-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,eecc4cc2-4660-4827-8fe0-99c8b17fb301,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,eed23530-1795-46f5-8922-2eda515e3d27,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,ef3c7ea9-c286-40d5-ab15-bfbf89a105cd,,Microsoft Windows Server 2019 Standard,10.0.17763,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,f654868a-63c5-43f1-af56-edac502e198a,,Microsoft Windows 7 Professional ,6.1.7601,,64-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,f7bcd402-74de-41de-8bd1-64b58bd3481a,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,f8c6056a-baf5-40e8-a686-3f6e29f50420,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
22e11d1c-e7bf-11ec-9adf-005056918728,fbc176c8-a9f3-4f14-a72e-c9451952522c,,Microsoft Windows 7 Ultimate ,6.1.7601,,32-bit,
22e11d1c-e7bf-11ec-9adf-005056918728,fbc911c8-4fd9-498e-807c-f02802cd18fa,,Microsoft Windows 7 Professional ,6.1.7601,,32-Bit,
234bb05e-c393-11ed-95b3-00155de1091d,00098849-48ef-47bc-9f44-264a9fe83887,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,01cc57e4-e119-40d3-bd5d-5274f5b8c6d3,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,02b1dbc7-597b-4dd2-b36a-b29deda2dd31,,Microsoft Windows 7 Professional ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,0398885b-09a9-462f-a047-274b365a4868,,Microsoft Windows 10 专业版,10.0.19044,,32 位,
234bb05e-c393-11ed-95b3-00155de1091d,03cba2f4-61d5-4981-8c25-784d3666e790,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,0458ca21-012d-48e4-9058-3343b48a4690,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,04c7bd35-d0b3-426c-92a6-d1a7cb54b832,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,052c44b0-a834-4ea2-9744-3e58243d92b0,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,067e1e2b-9e64-4369-8ac0-1b0f6808c99a,,Microsoft Windows 10 教育版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,0707d8b3-479a-4c2e-9915-0fbad5450a76,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,0740b56c-12b5-4530-968a-015c2608406e,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,07dd612e-5c55-4fd9-84a4-465c018268a7,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,08e2a7b6-5a82-46f3-a222-1e9831172cf7,,Microsoft Windows 10 专业版,10.0.17763,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,092d306c-5833-4686-bc31-a876eb2d95a7,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,0c31dd71-0b8f-4204-be21-d0a6b02a1951,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,0d19f796-99e5-43e6-b547-ec15047584c3,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,0f71252c-4474-489d-9292-666282e01136,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,0f964db0-1fe5-4b98-9cbf-fb346dfe565f,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,0fd1fe78-b033-462e-9e99-bc79c2626559,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,10fad57f-7abb-4014-9347-15c75c14b1d7,,Microsoft Windows 10 家用版,10.0.18363,,32 位元,
234bb05e-c393-11ed-95b3-00155de1091d,11e0772c-32f0-4a75-be78-64f11a272bf7,,Microsoft Windows 10 专业版,10.0.18363,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,12a02dbf-aa72-4864-b452-3a14afe58558,,Microsoft Windows 10 專業版,10.0.19042,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,12c02ea5-accd-453f-b10c-148971d348ec,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,1398d345-dd92-4630-825b-c02461abd9ca,,Microsoft Windows 10 專業版,10.0.18363,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,13a76e7b-9098-4f14-9eb4-999878fbba1c,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,141655e3-70b3-47f8-9af1-c06a4e37654b,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,153e224a-08d3-47e0-a6e3-bb977b4b005c,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,153e224a-08d3-47e0-a6e3-bb977b4b005c,,Microsoft Windows 10 Pro,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,1661c2a7-e7d9-4a44-8598-407f963e46c3,,Microsoft Windows 10 專業版,10.0.19042,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,166f9818-9b26-4325-a054-afa26c1a1bfe,,Microsoft Windows 10 專業版,10.0.15063,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,168dce3c-5a02-45af-ab45-76fa8da55b33,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,169db407-fa39-4e8f-ae0f-8d085b4de224,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,16b55c8a-bfb2-4fab-94bd-81ac93b44b10,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,16b960f6-08aa-4d05-95f1-f4d9932f2617,,Microsoft Windows 10 家用版,10.0.18363,,32 位元,
234bb05e-c393-11ed-95b3-00155de1091d,16c4932a-fd9c-421a-b3c3-7fd1df8d55d2,,Microsoft Windows 10 Home,10.0.18363,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,170785bf-d3b2-443e-8ada-20184a47a254,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,182b62ea-aa06-4689-969a-de86ba16f4d0,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,18d7ed31-4ecf-428f-ad2e-b139c808f9a8,,Microsoft Windows 10 家庭版,10.0.18363,,32 位,
234bb05e-c393-11ed-95b3-00155de1091d,19538a94-9352-4782-92f2-3e14d396253f,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1976b4d5-0a8e-4758-957b-62e8960d58a8,,Microsoft Windows Embedded Standard ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1983cac0-73a0-4c91-a5ab-e984df0e4db5,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,19e92c06-0e9e-4d86-b4f3-7a706464bf61,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1ac8dd2a-3ae4-4d5c-84d7-fa70cf8a8b4c,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1add4873-ba93-46e2-ab09-e4de96a0b864,,Microsoft Windows 7 专业版 ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1b8231d9-fd66-43e2-8404-b87dd11ee27c,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,1bbb6edc-0eba-4899-9852-025f2b6c0172,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,1cdfb79a-55af-4fe4-81a1-232f91d69416,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,1e0c40a0-143d-4440-b3cc-8060def71a53,,Microsoft Windows 10 企業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,1e0d03c9-bafc-41fe-bb8c-261d7c1b074b,,Microsoft Windows 10 专业版,10.0.19044,,32 位,
234bb05e-c393-11ed-95b3-00155de1091d,1e6bff1f-fb35-4472-8d87-8c248ef01594,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,202631ba-cac4-45f4-85e4-bd96174f56ed,,Microsoft Windows 10 教育版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,202f0378-17b4-48d8-a1f7-bd73409eb22a,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,21211341-654f-4ef6-b9c8-e822076b5e30,,Microsoft Windows 10 專業版,10.0.15063,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,2210cafd-12a8-488f-ad32-7e56e3ece0c4,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,23e7e2c8-bfda-40ef-a9d5-9f3b26d92c2a,,Microsoft Windows 7 專業版 ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,241170db-05f2-4a18-ade6-a75b196574d2,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,2522b054-3715-4316-9c10-32cf37ecd2e9,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,258563ed-21ce-4166-8f08-a78dd523513e,,Microsoft Windows 10 專業版,10.0.19042,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,26c35ffd-3fd1-43fb-b05f-b83bc6028575,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,281864bc-3117-4cfd-8d81-c4298a72b852,,Microsoft Windows 10 专业版,10.0.15063,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,2843f1f2-0fb4-4ced-a037-dfa90d8da569,,Microsoft Windows 10 教育版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,28bfa54f-43af-4ec7-834f-707e3cb38d74,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,28cb17aa-6bcf-43c5-831a-bb247cb380fd,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,2db70ce9-ae93-4a2c-9018-6975cd720b6d,,Microsoft Windows 10 专业版,10.0.15063,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,2e2109fc-5416-4960-9c2a-83068d95c57a,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,2eb6e90f-433c-4eeb-87b5-e1acf9ca81b3,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,2f348241-815d-4672-afd4-2a5270e58512,,Microsoft Windows 10 教育版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,2f94579e-c6e4-4574-9b89-467537f93259,,Microsoft Windows 10 专业版,10.0.17763,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,30c70d5a-7873-45ed-b700-776e7b0e9b34,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,32b2af19-fa7e-4b95-b3e9-81ad64c41982,,Microsoft Windows 10 专业版,10.0.18363,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,340aef75-7133-4afa-aae8-03f80480aab1,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,34f6a7fc-a87f-410b-aa0c-0b7f606d841a,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,352f9d17-a665-4303-aa86-c653d407ebc8,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,35302a99-3e2e-45c4-9da1-2c26c9983246,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,358b6398-bf6c-4e32-8fb2-560d613f3749,,Microsoft Windows 10 教育版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,35ac5da9-9bf0-4b25-a1d3-06aca8e0cbb1,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,361887c5-b4b9-4025-8f79-ada0c784be61,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,36825815-d9a8-4087-a0b9-198f5cc68fbb,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,37958692-252c-4096-8ee9-241555bba743,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,37b96f8a-5349-41b5-b717-242e58ecb317,,Microsoft Windows 10 專業版,10.0.19042,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,37da8485-ca4d-4afa-ba34-15c2ba2a28ed,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,38606f9b-4c5f-4140-b914-1b3b53c7b8c2,,Microsoft Windows 10 專業版,10.0.19042,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,38e1011d-18b3-422e-b811-e08998c00cea,,Microsoft Windows 10 专业工作站版,10.0.17134,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,39cd98cb-e67a-4993-94cb-ba13ae595419,,Microsoft Windows 10 企業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,3ac547a0-4e06-4b1b-8065-a0b93ca1dfce,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,3cc4ae1d-17c5-4e68-9024-790e68433671,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,3cf5d094-1404-4209-9eaf-834f21ce7bbe,,Microsoft Windows 10 教育版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,3dea842e-617b-4454-8311-e59fbeb2d6b0,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,3e209caa-8882-4ea7-befb-2c8f095d7936,,Microsoft Windows 7 Professional ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,3ea7e3f6-1cb2-4ae5-acb0-36d44ad5876a,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,405e6a81-cf23-48da-a0c8-d238cec3db4c,,Microsoft Windows 7 专业版 ,6.1.7601,,64-bit,
234bb05e-c393-11ed-95b3-00155de1091d,4065e59f-ffa1-4c6f-bf30-5a92951fc8d9,,Microsoft Windows 10 教育版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,4163ba0c-a66d-4559-8728-c6fa95f5bf9f,,Microsoft Windows 10 专业版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,41ab7ec4-c1fb-4c6c-9682-af1fd89bbd3c,,Microsoft Windows 7 旗舰版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,42f83306-521c-429b-ba0f-77d5076219c6,,Microsoft Windows 10 Home,10.0.18363,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,446793d0-442a-48a4-8035-01535ba835de,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,45255404-a3f9-427f-8443-73d48608374f,,Microsoft Windows 10 专业版,10.0.19044,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,45b22184-b361-4dfc-bfe2-8d76ecc78d56,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,46116e92-4d09-4533-81a7-5897b784a6d8,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,46212129-ce5a-4439-80a5-10a2c8d5883d,,Microsoft Windows 10 专业工作站版,10.0.19043,,64 位,
234bb05e-c393-11ed-95b3-00155de1091d,464ad2f9-2707-4779-966d-32db3b71eac4,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,46f1b9ec-3e54-425e-bcd7-ebc1b068269e,,Microsoft Windows 7 專業版 ,6.1.7601,,32-bit,
234bb05e-c393-11ed-95b3-00155de1091d,470b9560-669e-4d7b-90f7-8bf5b9dd8b67,,Microsoft Windows 10 專業版,10.0.10240,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,49714c83-0a26-471a-bd5e-3d196c704f47,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,4b1f330e-1876-4ea9-9bc1-38499682c232,,Microsoft Windows 10 專業版,10.0.19043,,64 位元,
234bb05e-c393-11ed-95b3-00155de1091d,4b697fd3-aa94-4ba2-bd43-f0d3a35f5fdd,,Microsoft Windows 10 專業版,10.0.15063,,64 位元,
