serverguid,guid,cpuname,oscaption,osversion,cpucaption,osarchitecture,cpuarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps
17d77584-770f-11ee-8bb7-0a575ebf0069,8d3187f8-aa94-4d39-b716-ddd681d2ac38,,Microsoft Windows Server 2022 Datacenter,10.0.20348,,64-bit,,aws-cfn-bootstrap|aws-cfn-bootstrap|Amazon Web Services|Amazon SSM Agent|Amazon SSM Agent|Amazon Web Services|AWS PV Drivers|AWS PV Drivers|Amazon Web Services|StellarProtect|StellarProtect|TXOne|Google Chrome|Google Chrome|Google LLC|Amazon EC2Launch|Amazon EC2Launch|Amazon Web Services,363a576a31444b526d6d642b2b573878777845303878777845444445385258523544684d542b4d3444654e69384e6935746158617174424f7055707344543a5778444b416d512b574874486f6f4f394d4b4d34433350716c58,333a6b4f596a794d314b6541794641526d6d64774c5a64364b693a576a31444b526d6d642b2b6a
