serverguid,guid,cpuname,oscaption,osversion,cpucaption,osarchitecture,cpuarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps
7dd2e83e-4eb8-11ee-8166-005056bf7261,cb0eb308-aa64-4088-908f-3ec9fce19685,,Microsoft Windows 10 Pro,10.0.18362,,64-bit,,"Python 3.12.0 pip Bootstrap (64-bit)|Python 3.12.0 pip Bootstrap (64-bit)|Python Software Foundation|Python Launcher|Python Launcher|Python Software Foundation|Python 3.12.0 Executables (64-bit)|Python 3.12.0 Executables (64-bit)|Python Software Foundation|Python 3.12.0 Tcl/Tk Support (64-bit)|Python 3.12.0 Tcl/Tk Support (64-bit)|Python Software Foundation|Python 3.12.0 Standard Library (64-bit)|Python 3.12.0 Standard Library (64-bit)|Python Software Foundation|Python 3.12.0 Core Interpreter (64-bit)|Python 3.12.0 Core Interpreter (64-bit)|Python Software Foundation|Python 3.12.0 Development Libraries (64-bit)|Python 3.12.0 Development Libraries (64-bit)|Python Software Foundation|Python 3.12.0 Test Suite (64-bit)|Python 3.12.0 Test Suite (64-bit)|Python Software Foundation|Python 3.12.0 Documentation (64-bit)|Python 3.12.0 Documentation (64-bit)|Python Software Foundation|StellarProtect|StellarProtect|TXOne|Google Update Helper|Google Update Helper|Google LLC|VMware Tools|VMware Tools|VMware, Inc.|Google Chrome|Google Chrome|Google LLC",32343a5778334a5a585a585842686858426e6e5842667966795842657265725842683368335842476a4177476a4177584264696469584267675857334539584f57563a575a4a5a585a585842686858426e6e58424b4b58427171584274745842473078,333a6b4f596a794d314b3876624a624f4c7452364b693a576a31684e7774496a
