serverguid,guid,oscaption,osversion,osarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps,sim_hash,sim_hash_without_apps
40e5baf8-c3a5-11ed-aa08-005056a2846f,1ed07178-9e15-4b49-ae30-272df7b9720d,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,3acde27e-7a34-4e89-af2a-bb699932e15d,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,"ServerProtect Information Server|ServerProtect Information Server|Trend Micro|ServerProtect Management Console|ServerProtect Management Console|Trend Micro|ServerProtect Normal Server|ServerProtect Normal Server|Trend Micro|StellarProtect|StellarProtect|TXOne|Visual Syslog Server 1.6.4.19|Visual Syslog Server 1.6.4.19|Max Belkov|WinPcap 4.1.3|WinPcap 4.1.3|Riverbed Technology, Inc.|Wireshark 2.4.1 64-bit|Wireshark 2.4.1 64-bit|The Wireshark developer community, https://www.wireshark.org",31323a7a78446a4472392b41676d336d774a744a36734b6e35734b6e775a3372515830635158302f486a474d773668615076533a7a7844664a6734764a744a36523552775a337267306367302f486a354153,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,3111498014554511053,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,3b7eb6e9-906e-460f-8253-543aced9f0e9,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,4358114d-70d4-4b03-a479-7fa205fc0d56,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne Networks Inc.,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e6935493855374f513a7a6a31444a553365344d447254782b525a4e69384e69356d374f51,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,878818003433215580,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,59ac4dd4-b09c-496d-98c2-01b6f9616c74,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,a450ed33-2d42-4ba2-8fdd-e325e1cf98d8,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,bb1f7c95-bdab-4721-8c7b-c9f137a80fd7,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
40e5baf8-c3a5-11ed-aa08-005056a2846f,cd7ab5f6-b9f7-4f89-963a-6c1fad2062ea,Microsoft Windows Server 2019 Standard Evaluation,10.0.17763,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b65417946464655334a51344d5145687854526e2b52414a4b4e692b6a4e693549303a7a6a31444a553365344d447254782b525a4e69384e69356e,333a5247584b526a794d314b65417946464655334a51344d5145687854526e523a7a6a31444a553365344d4472547852,300114247409129052,403683915834447825
