serverguid,guid,oscaption,osversion,osarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps,sim_hash,sim_hash_without_apps
9b36e708-6d9f-11ee-8d48-005056b69e4b,d32bf3d2-4662-4836-b0ea-e5e2ae3c26b8,Microsoft Windows Server 2019 Standard,10.0.17763,64-bit,"FlexNet Inventory Agent|FlexNet Inventory Agent|Flexera Software LLC|StellarProtect|StellarProtect|TXOne|VMware Tools|VMware Tools|VMware, Inc.",333a5247584b526a794d314b654179464646556d4c7854526e725365366d65364873325930456b6a4e692b6a4e69354967544c76434c76434c706e3a7a6a31444a556d4654785a63703259396b6a4e69384e6935744f5770,333a5247584b526a794d314b654179464646556d4c7854526e523a7a6a31444a556d46547852,6141269806896793379,410439315272955841
