serverguid,guid,oscaption,osversion,osarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps,sim_hash,sim_hash_without_apps
704b6158-463b-11ee-ad08-0050568fc659,31d9eda0-c9e2-4291-9d82-6528552ed954,Microsoft Windows 7 Professional ,6.1.7601,64-Bit,"7-Zip 22.01 (x64)|7-Zip 22.01 (x64)|Igor Pavlov|Acronis Backup 11.7 Agent Core|Acronis Backup 11.7 Agent Core|Acronis|Acronis Backup 11.7 Agent für Windows|Acronis Backup 11.7 Agent für Windows|Acronis|Acronis Backup 11.7 Bootable Media Builder|Acronis Backup 11.7 Bootable Media Builder|Acronis|Acronis Backup 11.7 Command-Line Tool|Acronis Backup 11.7 Command-Line Tool|Acronis|Acronis Backup 11.7 Management Console|Acronis Backup 11.7 Management Console|Acronis|Acronis Backup 11.7 Tray Monitor|Acronis Backup 11.7 Tray Monitor|Acronis|AdamApax.NET Utility|AdamApax.NET Utility|Advantech|Adobe Reader 9.3 - Deutsch|Adobe Reader 9.3 - Deutsch|Adobe Systems Incorporated|Cognex In-Sight Wafer ID 4.5.2|Cognex In-Sight Wafer ID 4.5.2|Cognex Corporation|DisplayDriverAnalyzer|DisplayDriverAnalyzer|NVIDIA Corporation|FST 4.10|FST 4.10|Festo AG & Co. KG|FileZilla Server|FileZilla Server|FileZilla Project|GBTools|GBTools|Genmark Automation|IOSS Config Starter Installation|IOSS Config Starter Installation|IOSS GmbH|IOSS SDS100Installation|IOSS SDS100Installation|IOSS GmbH|IOSS WID120 Installation|IOSS WID120 Installation|IOSS GmbH|Intel(R) Chipset Device Software|Intel(R) Chipset Device Software|Intel Corporation|Intel(R) Network Connections|Intel(R) Network Connections|Intel|Intel(R) Network Connections 20.4.207.0|Intel(R) Network Connections 20.4.207.0|Intel|Intel(R) Processor Graphics|Intel(R) Processor Graphics|Intel Corporation|Intel(R) Product Improvement Program|Intel(R) Product Improvement Program|Intel|Intel(R) USB 3.0 eXtensible Host Controller Driver|Intel(R) USB 3.0 eXtensible Host Controller Driver|Intel Corporation|Intel® Chipsatz-Gerätesoftware|Intel® Chipsatz-Gerätesoftware|Intel(R) Corporation|Java(TM) 6 Update 45 (64-bit)|Java(TM) 6 Update 45 (64-bit)|Oracle|Logosol Control Center|Logosol Control Center|Logosol, Inc.|NVIDIA Ansel|NVIDIA Ansel|NVIDIA Corporation|NVIDIA Display Container|NVIDIA Display Container|NVIDIA Corporation|NVIDIA Display Container LS|NVIDIA Display Container LS|NVIDIA Corporation|NVIDIA Display Session Container|NVIDIA Display Session Container|NVIDIA Corporation|NVIDIA Display Watchdog Plugin|NVIDIA Display Watchdog Plugin|NVIDIA Corporation|NVIDIA Grafiktreiber 390.65|NVIDIA Grafiktreiber 390.65|NVIDIA Corporation|NVIDIA Install Application|NVIDIA Install Application|NVIDIA Corporation|NVIDIA Systemsteuerung 390.65|NVIDIA Systemsteuerung 390.65|NVIDIA Corporation|NVIDIA Telemetry Client|NVIDIA Telemetry Client|NVIDIA Corporation|NVIDIA Telemetry Container|NVIDIA Telemetry Container|NVIDIA Corporation|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [61AEDB3A]|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [61AEDB3A]|BeyondTrust|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne|UltraVnc|UltraVnc|uvnc bvba|VB6SP6OCX 1.2|VB6SP6OCX 1.2|Innolas GmbH|Vulkan Run Time Libraries 1.0.33.0|Vulkan Run Time Libraries 1.0.33.0|LunarG, Inc.|Vulkan Run Time Libraries 1.0.65.0|Vulkan Run Time Libraries 1.0.65.0|LunarG, Inc.|Zabbix Agent 2 (64-bit)|Zabbix Agent 2 (64-bit)|Zabbix SIA",39363a7a6c356a7870304b586c33505a72625a5a6c794757476c526d2b6d6d497a426142726473334c455462723a4a7270304b586c33505a72625a5a6c6e765a6462,333a5247584b526a794d314b3650586b4c51676a3464526e3a7a6a3158303067736452,16044474705009545916,2107167239163995616
704b6158-463b-11ee-ad08-0050568fc659,31e5583d-0ef7-4152-b0f4-5bd9c9dfefbb,Microsoft Windows 10 Enterprise,10.0.10586,64-bit,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b38764f6d744d5741714264547952414a4b4e692b6a4e693549303a7a6a31684f434d574c45525a4e69384e69356e,333a5247584b526a794d314b38764f6d744d574171426454393a7a6a31684f434d574c4c,2173611464760968824,1659639190526174576
704b6158-463b-11ee-ad08-0050568fc659,398ab363-4d42-4481-a7e5-60be091aebd2,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,64-bit,"ADI Driver|ADI Driver|Bernecker + Rainer Industrie-Elektronik Ges.m.b.H.|AWP Project|AWP Project|AP&S International GmbH|AdoptOpenJDK JRE with Eclipse OpenJ9 8.0.252.09 (x86)|AdoptOpenJDK JRE with Eclipse OpenJ9 8.0.252.09 (x86)|AdoptOpenJDK|Automation Help 4.5 English|Automation Help 4.5 English|B&R Industrial Automation GmbH|Automation Net PVI 4.5|Automation Net PVI 4.5|B&R Industrial Automation GmbH|Automation Net PVI 4.7|Automation Net PVI 4.7|B&R Industrial Automation GmbH|Automation Runtime AS3.0 AR V2.52|Automation Runtime AS3.0 AR V2.52|Bernecker & Rainer Industrie Elektronik Ges.m.b.H.|Automation Runtime D4.52|Automation Runtime D4.52|B&R Industrial Automation GmbH|Automation Studio V3.0.55 AR V2.40|Automation Studio V3.0.55 AR V2.40|Bernecker & Rainer Industrie Elektronik Ges.m.b.H.|Automation Studio V4.5|Automation Studio V4.5|B&R Industrial Automation GmbH|Automation Studio Version Changer V2.5.3|Automation Studio Version Changer V2.5.3|B&R Industrial Automation GmbH|B+R DTM|B+R DTM|B&R Industrial Automation GmbH|CodeMeter Runtime Kit v6.70|CodeMeter Runtime Kit v6.70|WIBU-SYSTEMS AG|DTM Library|DTM Library|Hilscher GmbH|DameWare Mini Remote Control Client Agent Service|DameWare Mini Remote Control Client Agent Service|DameWare Development, LLC.|Ethernet Device Configuration Tool|Ethernet Device Configuration Tool|Hilscher GmbH|FABSpecs version 0.17.2.0|FABSpecs version 0.17.2.0|FABMation GmbH.|Hydraulic Servo Pump Control 3.18.0.11|Hydraulic Servo Pump Control 3.18.0.11|B&R Industrial Automation GmbH|IOLinkInterpreterDTMSetup|IOLinkInterpreterDTMSetup|IO-Link|Intel(R) Processor Graphics|Intel(R) Processor Graphics|Intel Corporation|License Service|License Service|Bernecker + Rainer Industrie-Elektronik Ges.m.b.H.|ModelPredictiveMimoControl 1.10.1.3|ModelPredictiveMimoControl 1.10.1.3|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|ModelPredictiveSisoControl 1.10.1.3|ModelPredictiveSisoControl 1.10.1.3|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Multi Zone Temperature Control 2.00.0.7|Multi Zone Temperature Control 2.00.0.7|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Multi Zone Tension Control 2.00.0.4|Multi Zone Tension Control 2.00.0.4|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Notepad++ (32-bit x86)|Notepad++ (32-bit x86)|Notepad++ Team|PID Control With Oscillation Tuning 2.00.1.1|PID Control With Oscillation Tuning 2.00.1.1|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [631AF1C5]|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [631AF1C5]|BeyondTrust|Realtek USB Wireless LAN Driver|Realtek USB Wireless LAN Driver|REALTEK Semiconductor Corp.|SafeDESIGNER V4.3|SafeDESIGNER V4.3|B&R Industrial Automation GmbH|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne|TeamViewer Host|TeamViewer Host|TeamViewer|Technology Guarding|Technology Guarding|B&R Industrial Automation GmbH|TightVNC|TightVNC|GlavSoft LLC.|TortoiseSVN 1.12.0.28568 (64 bit)|TortoiseSVN 1.12.0.28568 (64 bit)|TortoiseSVN|TrueCrypt|TrueCrypt|TrueCrypt Foundation|UltraVnc|UltraVnc|uvnc bvba|Vulkan Run Time Libraries 1.0.33.0|Vulkan Run Time Libraries 1.0.33.0|LunarG, Inc.|Winder Closed Loop Tension Control 1.00.2.2|Winder Closed Loop Tension Control 1.00.2.2|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Winder Dancer Control 1.00.2.2|Winder Dancer Control 1.00.2.2|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Winder Open Loop Tension Control 1.00.2.2|Winder Open Loop Tension Control 1.00.2.2|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Wingen Drivers AP&S International GmbH|Wingen Drivers AP&S International GmbH|AP&S International GmbH",39363a7a534f474233783179647171437232344142455a34413845726f46554155485a394272424b53396473336d793369454f6143714d33497a683a526471716f3234414b5a446467382b,333a5247584b526a794d314b38764f6d744d57417456327846627a523a7a6a31684f434d5753677a7a52,4294310775685651989,2238424361485181776
704b6158-463b-11ee-ad08-0050568fc659,39f1bcae-d660-40d2-b19b-72312c18dc7b,Microsoft Windows 10 Pro,10.0.19045,64 bites,DameWare Mini Remote Control Service|DameWare Mini Remote Control Service|SolarWinds|Lenovo System Update|Lenovo System Update|Lenovo|Lenovo Vantage Service|Lenovo Vantage Service|Lenovo Group Ltd.|Realtek Audio Driver|Realtek Audio Driver|Realtek Semiconductor Corp.|StellarProtect|StellarProtect|TXOne,363a7a6a3168514355454d42577945454d2f6d49386d4970647a587a6a3152543142724237504e69384e69356e3a7a787543376f57794c6d58385870647a587a6a6c42724237503377,333a5247584b526a794d314b3876626148383a7a6a31685138,4272274224074610225,3866123955289322789
704b6158-463b-11ee-ad08-0050568fc659,44263cf3-d7e5-43ca-bf59-b4037644e6a6,Microsoft Windows 7 Enterprise ,6.1.7601,32-bit,"Adobe Flash Player 24 ActiveX|Adobe Flash Player 24 ActiveX|Adobe Systems Incorporated|Brookside Software BSSd for Envision 1.2.0.4|Brookside Software BSSd for Envision 1.2.0.4|Brookside Software, Inc.|Citrix XenApp Plugin für gehostete Anwendungen|Citrix XenApp Plugin für gehostete Anwendungen|Citrix Systems, Inc.|DameWare Mini Remote Control Client Agent Service|DameWare Mini Remote Control Client Agent Service|DameWare Development, LLC.|FABCockpit PreInstaller|FABCockpit PreInstaller|Infineon Technologies Villach|IfxLib 4.5.5.1|IfxLib 4.5.5.1|Infineon Technologies|Intel(R) Chipset Device Software|Intel(R) Chipset Device Software|Intel Corporation|Oracle Data Provider for .NET Help|Oracle Data Provider for .NET Help|Oracle Corporation|Project Reader|Project Reader|K-SOL S.r.l.|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne|TightVNC|TightVNC|GlavSoft LLC.|WinZip 16.0|WinZip 16.0|WinZip Computing, S.L. |Windows MediaPlayer Config 1.0|Windows MediaPlayer Config 1.0|Infineon Technologies|Windows-Treiberpaket - HPK (PMA_USB_Device) USB  (06/05/2008 1.0.0.1)|Windows-Treiberpaket - HPK (PMA_USB_Device) USB  (06/05/2008 1.0.0.1)|HPK",32343a7a78416e447074664470747a594e4337575543375765344834354538596b6b6b466272726473337042756572666731676b3a7a5544544476596d3279594c62506473336a75657a3833,333a5247584b526a794d314b36616c414d57416a543032523a7a6a31724d5763343252,13262655513339286174,11283884729553888636
704b6158-463b-11ee-ad08-0050568fc659,49b8b248-cb45-4eac-ad1e-31d16f3833e0,Microsoft Windows 10 Pro,10.0.19044,64-bit,7-Zip 19.00 (x64)|7-Zip 19.00 (x64)|Igor Pavlov|Adobe Acrobat Reader DC - Deutsch|Adobe Acrobat Reader DC - Deutsch|Adobe Systems Incorporated|Adobe Refresh Manager|Adobe Refresh Manager|Adobe Systems Incorporated|Automation Net PVI 4.7|Automation Net PVI 4.7|B&R Industrial Automation GmbH|Baumer GAPI SDK|Baumer GAPI SDK|Baumer|Bomgar Jump Client 18.3.3 [pam.infineon.com] [60508AC6]|Bomgar Jump Client 18.3.3 [pam.infineon.com] [60508AC6]|Bomgar|CX-Server|CX-Server|OMRON Corporation|CX-Server Common Driver|CX-Server Common Driver|OMRON|CX-Server RT|CX-Server RT|OMRON Corporation|CX-Thermo Version Upgrade Software 2014.06_0401|CX-Thermo Version Upgrade Software 2014.06_0401|OMRON|Cognex VisionPro x64 (R) 9.2 CR1|Cognex VisionPro x64 (R) 9.2 CR1|Cognex Corporation|Cognex x64 Drivers 5.10|Cognex x64 Drivers 5.10|Cognex Corporation|DameWare Mini Remote Control Service|DameWare Mini Remote Control Service|SolarWinds|GEFASOFT Viper.NET|GEFASOFT Viper.NET|Gefasoft GmbH|GEFASOFT Viper.NET 6.4.3.0|GEFASOFT Viper.NET 6.4.3.0|Gefasoft GmbH|GEFASOFT Viper.NET Tools|GEFASOFT Viper.NET Tools|Gefasoft GmbH|Gefasoft MAK Core Components|Gefasoft MAK Core Components|Gefasoft|Google Chrome|Google Chrome|Google LLC|ICEConnect200|ICEConnect200|QuEST|ICEConnect300|ICEConnect300|QuEST|Intel(R) Network Connections|Intel(R) Network Connections|Intel|Intel(R) Network Connections 25.2.0.0|Intel(R) Network Connections 25.2.0.0|Intel|Java 10.0.2 (64-bit)|Java 10.0.2 (64-bit)|Oracle Corporation|Java Auto Updater|Java Auto Updater|Oracle Corporation|LibreOffice 6.3.4.2|LibreOffice 6.3.4.2|The Document Foundation|Licensing Installation|Licensing Installation|QuEST|NVIDIA Ansel|NVIDIA Ansel|NVIDIA Corporation|NVIDIA Control Panel 430.86|NVIDIA Control Panel 430.86|NVIDIA Corporation|NVIDIA Display Container|NVIDIA Display Container|NVIDIA Corporation|NVIDIA Display Container LS|NVIDIA Display Container LS|NVIDIA Corporation|NVIDIA Display Session Container|NVIDIA Display Session Container|NVIDIA Corporation|NVIDIA Display Watchdog Plugin|NVIDIA Display Watchdog Plugin|NVIDIA Corporation|NVIDIA HD Audio Driver 1.3.38.16|NVIDIA HD Audio Driver 1.3.38.16|NVIDIA Corporation|NVIDIA Install Application|NVIDIA Install Application|NVIDIA Corporation|NVIDIA WMI 2.33.0|NVIDIA WMI 2.33.0|NVIDIA Corporation|NVIDIA nView 149.77|NVIDIA nView 149.77|NVIDIA Corporation|Notepad++ (64-bit x64)|Notepad++ (64-bit x64)|Notepad++ Team|OneWireDrivers_x64|OneWireDrivers_x64|Maxim Integrated|PowerChute Business Edition Agent|PowerChute Business Edition Agent|Schneider Electric|PowerChute Business Edition Server|PowerChute Business Edition Server|Schneider Electric|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [626651BA]|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [626651BA]|BeyondTrust|Secure Release Suite|Secure Release Suite|ondeso GmbH|Sentinel Runtime|Sentinel Runtime|SafeNet Inc.|StellarProtect|StellarProtect|TXOne|TeamViewer|TeamViewer|TeamViewer|TouchKit|TouchKit|TouchKit|Utilities Installation|Utilities Installation|QuEST|WinMerge 2.16.4.0|WinMerge 2.16.4.0|Thingamahoochie Software,39363a7a443158754c48754c594f592b4e4f2f612f7867346b664c33556d2b6d4e5066426b4239647a41336831563a4c4f2f6170312b4c33557666647a2b,333a5247584b526a794d314b3876625875773a7a6a3168377577,13692727051379218070,2100396001515255077
704b6158-463b-11ee-ad08-0050568fc659,49cce6e2-a93b-4e82-aaf9-4a72c71fd035,Microsoft Windows 10 Pro,10.0.19044,64-bit,"Azul Zulu JRE 17.28.13 (17), 64-bit|Azul Zulu JRE 17.28.13 (17), 64-bit|Azul Systems, Inc.|CodeMeter Runtime Kit Reduced v7.10a|CodeMeter Runtime Kit Reduced v7.10a|WIBU-SYSTEMS AG|DameWare Mini Remote Control Service|DameWare Mini Remote Control Service|SolarWinds|Eaton Intelligent Power Protector v1.66|Eaton Intelligent Power Protector v1.66|Eaton|Java 7 Update 76 (64-bit)|Java 7 Update 76 (64-bit)|Oracle|Matrox Imaging|Matrox Imaging|Matrox Imaging|Matrox Imaging (64-bit)|Matrox Imaging (64-bit)|Matrox Imaging|OptaneDowngradeGuard|OptaneDowngradeGuard|Intel Corporation|PANATERM ver.5.0|PANATERM ver.5.0|Panasonic Corporation|PARMI ePM-SPI version 2.2.1.14|PARMI ePM-SPI version 2.2.1.14|PARMI|PLCWorks_20160526|PLCWorks_20160526|Ajinextek|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [650BDC8C]|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [650BDC8C]|BeyondTrust|Radmin Server 3.5.2|Radmin Server 3.5.2|Famatech|Radmin Viewer 3.5.2|Radmin Viewer 3.5.2|Famatech|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|RstDowngradeGuard|RstDowngradeGuard|Intel Corporation|SPIworksPro|SPIworksPro|PARMI Co., Ltd.|Secure Release Suite|Secure Release Suite|ondeso GmbH|Sentinel Protection Installer 7.6.3|Sentinel Protection Installer 7.6.3|SafeNet, Inc.|Sentinel Runtime|Sentinel Runtime|Thales|StellarProtect|StellarProtect|TXOne|Teledyne DALSA Sapera License Manager 7.50.00.401|Teledyne DALSA Sapera License Manager 7.50.00.401|Teledyne DALSA|Teledyne DALSA Sapera Processing 7.50.00.808|Teledyne DALSA Sapera Processing 7.50.00.808|Teledyne DALSA|XGem v3.x|XGem v3.x|Linkgenesis|ePM+ (ePM-AI PARMI)|ePM+ (ePM-AI PARMI)|Namkang Hi-Tech, Inc.",34383a7a6a354f5955547a647a6c58785937663777374274384a427438774d56576e647a63532f534453333355654455654844444436494c4e3a7a6a355855665a6c5878593755374274324274555677647a50364f336b6a41,333a5247584b526a794d314b3876625875773a7a6a3168377577,13491771496915159957,2100396001515255077
704b6158-463b-11ee-ad08-0050568fc659,4f5c4617-127e-45aa-a45e-cde9da2ca2fb,Microsoft Windows 7 Enterprise ,6.1.7601,64-bit,"7-Zip 22.01 (x64)|7-Zip 22.01 (x64)|Igor Pavlov|Intel(R) Chipset Device Software|Intel(R) Chipset Device Software|Intel Corporation|Intel(R) Processor Graphics|Intel(R) Processor Graphics|Intel Corporation|Intel(R) USB 3.0\3.1 eXtensible Host Controller Driver|Intel(R) USB 3.0\3.1 eXtensible Host Controller Driver|Intel Corporation|Lenovo Active Protection System|Lenovo Active Protection System|Lenovo|Lenovo System Update|Lenovo System Update|Lenovo|LiveUpdate 3.3 (Symantec Corporation)|LiveUpdate 3.3 (Symantec Corporation)|Symantec Corporation|Oracle VM VirtualBox 6.1.38|Oracle VM VirtualBox 6.1.38|Oracle Corporation|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne|Symantec System Recovery 2013 R2|Symantec System Recovery 2013 R2|Symantec Corporation|VNC Server 6.7.2|VNC Server 6.7.2|RealVNC Ltd|VNC Viewer 5.3.3|VNC Viewer 5.3.3|RealVNC Ltd|Vulkan Run Time Libraries 1.0.33.0|Vulkan Run Time Libraries 1.0.33.0|LunarG, Inc.",32343a7a78432b6b6b6b6b7139426f5739426f302f58506b2f585033497773456c716d3765376f64733362426479324f326441544173413a7a412b69426f4f426f697176494b6c71756473336242646f4564,333a5247584b526a794d314b36616c414d57416a54307a3a7a6a31724d5763347a,4156520008607224510,1565116544696165841
704b6158-463b-11ee-ad08-0050568fc659,52e4de5c-4bde-44fc-b047-81585b1385ed,Microsoft Windows 11 Pro,10.0.22621,64-Bit,DameWare Mini Remote Control Service|DameWare Mini Remote Control Service|SolarWinds|Notepad++ (64-bit x64)|Notepad++ (64-bit x64)|Notepad++ Team|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne,363a7a6a316e6a4849454d42577945454d6f2f6d572f6d576e41724b524e41724b52744e69384e69356e3a7a786e54486f57794c786a3264733377,333a5247584b526a794d314b3845684645745248526e3a7a6a316e6a4852,10751898197728838178,10748591926869668608
704b6158-463b-11ee-ad08-0050568fc659,5338ef3c-c38f-40d1-b9d1-aae937b7e5de,Microsoft Windows 7 Professional ,6.1.7601,32-Bit,"7-Zip 16.01|7-Zip 16.01|Igor Pavlov|ADI Driver (APC910/PPC900)|ADI Driver (APC910/PPC900)|Bernecker + Rainer Industrie-Elektronik Ges.m.b.H.|Adobe Acrobat Reader DC - Deutsch|Adobe Acrobat Reader DC - Deutsch|Adobe Systems Incorporated|Adobe Refresh Manager|Adobe Refresh Manager|Adobe Systems Incorporated|Automation Net PVI V4.1|Automation Net PVI V4.1|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Automation Runtime AS3.0 AR X8.14|Automation Runtime AS3.0 AR X8.14|Bernecker & Rainer Industrie Elektronik Ges.m.b.H.|Automation Studio V3.0.55 AR V2.40|Automation Studio V3.0.55 AR V2.40|Bernecker & Rainer Industrie Elektronik Ges.m.b.H.|Automation Studio V4.1|Automation Studio V4.1|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Automation Studio Version Changer V2.5.3|Automation Studio Version Changer V2.5.3|Bernecker & Rainer Industrie Elektronik Ges.m.b.H.|B&R DTM|B&R DTM|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|B&R Generic HART DTM Release 5.2|B&R Generic HART DTM Release 5.2|B&R Automation|C3MGR2_R09-70|C3MGR2_R09-70|Parker Hannifin|Cherry Tools  V5.9 Build 2|Cherry Tools  V5.9 Build 2|ZF Friedrichshafen AG, Electronic Systems|CoDeSys for Automation Alliance|CoDeSys for Automation Alliance|3S-Smart Software Solutions GmbH|CodeMeter Runtime Kit v5.22a|CodeMeter Runtime Kit v5.22a|WIBU-SYSTEMS AG|DTM Library|DTM Library|Hilscher GmbH|Ethernet Device Configuration Tool|Ethernet Device Configuration Tool|Hilscher GmbH|IOLinkInterpreterDTMSetup|IOLinkInterpreterDTMSetup|IO-Link|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [64C252A5]|Privileged Remote Access Jump Client 22.2.1 [pam.infineon.com] [64C252A5]|BeyondTrust|Runtime Utility Center V4.7.9.2|Runtime Utility Center V4.7.9.2|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|SafeDESIGNER V3.0|SafeDESIGNER V3.0|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|Secure Release Suite|Secure Release Suite|ondeso GmbH|StellarProtect|StellarProtect|TXOne|Technology Guarding|Technology Guarding|Bernecker + Rainer Industrie Elektronik Ges.m.b.H.|TortoiseSVN 1.9.3.27038 (32 bit)|TortoiseSVN 1.9.3.27038 (32 bit)|TortoiseSVN|Touchtreiber|Touchtreiber|Bernecker + Rainer Industrie-Elektronik Ges.m.b.H.|TrueCrypt|TrueCrypt|TrueCrypt Foundation|VNC Server 6.9.1|VNC Server 6.9.1|RealVNC|VNC Viewer 5.2.1|VNC Viewer 5.2.1|RealVNC Ltd|Wingen Drivers AP&S International GmbH|Wingen Drivers AP&S International GmbH|AP&S International GmbH",34383a7a384a70416b4158484a2b2b78774d364641554d4c76415562424a427758647333527942504d4c4b2b6433497a683a7a384a4b484a2b2b66364630415562424a424764733352794250436433497a68,333a5247584b526a794d314b3650586b4c51676a34573a7a6a31583030677357,4006643056287686164,2101537740758573484
