serverguid,guid,oscaption,osversion,osarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps,sim_hash,sim_hash_without_apps
43846dd0-7210-11ee-a56f-00155dfcf600,3c65fd41-4211-4aa1-8345-efa6fe75e604,Microsoft Windows Server 2012 R2 Standard,6.3.9600,64비트,StellarProtect|StellarProtect|TXOne,333a5247584b526a794d314b654179464f2f6a34654c7674536d4a4b4e692b6a4e693549303a7a6a3144592f6a34654c76416d6b4e69384e69356e,333a5247584b526a794d314b654179464f2f6a34654c7674643a7a6a3144592f6a34654c7676,1455261644519823064,13056548717614323153
