serverguid,guid,cpuname,oscaption,osversion,cpucaption,osarchitecture,cpuarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps
7782705a-92f0-11ed-b403-0050569b1a81,1d3af853-09a3-4bf5-96c4-c4ebe88a89d4,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Intel® Trusted Connect Service Client|Intel® Trusted Connect Service Client|Intel Corporation|Wincor Nixdorf J/Install V6.4/00 (Build 002322)|Wincor Nixdorf J/Install V6.4/00 (Build 002322)|Wincor Nixdorf International GmbH|Intel(R) Management Engine Components|Intel(R) Management Engine Components|Intel Corporation|Java 7 Update 75|Java 7 Update 75|Oracle|InstallDriver32bitOS|InstallDriver32bitOS|duali|Java Auto Updater|Java Auto Updater|Oracle, Inc.|Java Runtime Environment 1.0.7_55 for ProBase|Java Runtime Environment 1.0.7_55 for ProBase|Wincor Nixdorf International GmbH|Intel(R) ME UninstallLegacy|Intel(R) ME UninstallLegacy|Intel Corporation|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|StellarProtect|StellarProtect|TXOne|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea",32343a5778664b71423242585846397244514f4e764b79503979506e58584e4d574e4d64426342373342376537366e446e5877447535636f44753563323a57424b386f585472637950397950584d6d35336c4d75747533,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1d719589-c399-4c08-bcca-d6821c352442,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"InstallDriver32bitOS|InstallDriver32bitOS|duali|Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH|Application Installation Utility|Application Installation Utility|Diebold|Java 7 Update 45|Java 7 Update 45|Oracle|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|StellarProtect|StellarProtect|TXOne|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation",34383a577350434f4c79755447313931583744574337436f67436943343048304230434730434b4335436d5258665441414c757475496d2f49447077704c33516a3a5732533744573662676c68303730446b31525842635333516a,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1d7b5f33-0186-45da-a041-b2ba5026abe9,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|StellarProtect|StellarProtect|TXOne|Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|Application Installation Utility|Application Installation Utility|Diebold|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|InstallDriver32bitOS|InstallDriver32bitOS|duali|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Java 7 Update 45|Java 7 Update 45|Oracle|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH",34383a5746437354684947313931584d3375544543354332744469304830427942304347304351433743626d32624d41667077704c4369436f74757475685258683a576e4d33396b447444523037306c364562736c62746330525868,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1d7d96ee-f657-4d7c-8ef6-9e7277c89a98,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Application Installation Utility|Application Installation Utility|Diebold|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|InstallDriver32bitOS|InstallDriver32bitOS|duali|Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Java 7 Update 45|Java 7 Update 45|Oracle|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|StellarProtect|StellarProtect|TXOne|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation",34383a575070707770626d695450796849684d5a444759704369433456416c304347304355304830473139315856544335435143374370435a544c33767574756852713a57507a4447616c447330373049686b6c36373376633052584e63,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1e08e156-25cb-4091-ae00-9603a02b8720,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Java 7 Update 45|Java 7 Update 45|Oracle|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|StellarProtect|StellarProtect|TXOne|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|InstallDriver32bitOS|InstallDriver32bitOS|duali|Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Application Installation Utility|Application Installation Utility|Diebold|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf",34383a577941345447313931584d336552585a504373545079447077704b433543514337436f653675747558366c6d2f4975445243694334304830423043473043493a574a4d336552586f6b6c3662666332365944526c6830373044,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1f443e65-4eb9-44f4-af93-19c66cd0e327,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-bit,,"StellarProtect|StellarProtect|TXOne|Intel(R) ME UninstallLegacy|Intel(R) ME UninstallLegacy|Intel Corporation|Intel® Trusted Connect Service Client|Intel® Trusted Connect Service Client|Intel Corporation|Windows Driver Package - Lexmark International Printer  (10/02/2015 3.0.4.0)|Windows Driver Package - Lexmark International Printer  (10/02/2015 3.0.4.0)|Lexmark International|Intel(R) Processor Graphics|Intel(R) Processor Graphics|Intel Corporation|7-Zip 18.05 (x64)|7-Zip 18.05 (x64)|Igor Pavlov|Lexmark Status Center|Lexmark Status Center|Lexmark International, Inc.|Intel(R) Rapid Storage Technology|Intel(R) Rapid Storage Technology|Intel Corporation|Realtek Ethernet Controller Driver|Realtek Ethernet Controller Driver|Realtek|Windows Driver Package - Wisecube (WSCAN_WLH_X64) USB  (06/05/2009 3.4.1.20)|Windows Driver Package - Wisecube (WSCAN_WLH_X64) USB  (06/05/2009 3.4.1.20)|Wisecube|InstallDriver64bit_Sign|InstallDriver64bit_Sign|Duali|Lexmark USB Bidi Solution|Lexmark USB Bidi Solution|Lexmark International, Inc.|Lexmark Printer Software G3 XL Print Driver|Lexmark Printer Software G3 XL Print Driver|Lexmark International, Inc.|Information Center|Information Center|Lexmark International, Inc.|Lexmark Universal Fax Driver|Lexmark Universal Fax Driver|Lexmark International, Inc.|Windows Driver Package - DUALI (DESCARD0x64-SERVICE) SmartCardReader  (12/10/2014 1.6.0.0)|Windows Driver Package - DUALI (DESCARD0x64-SERVICE) SmartCardReader  (12/10/2014 1.6.0.0)|DUALI|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Intel(R) Management Engine Components|Intel(R) Management Engine Components|Intel Corporation|Lexmark Phone Book|Lexmark Phone Book|Lexmark International, Inc.|DigitalPersona U.are.U SDK|DigitalPersona U.are.U SDK|DigitalPersona, Inc.|Local Printer Management Agent|Local Printer Management Agent|Lexmark International Inc.|ESIM ACM1281U-K9 PC/SC Driver 1.0.0.0|ESIM ACM1281U-K9 PC/SC Driver 1.0.0.0|ESIM|Lexmark Printer Software G3 Scan Driver|Lexmark Printer Software G3 Scan Driver|Lexmark International, Inc.|Windows Driver Package - ESIM ESIM Unified Driver (03/14/2016 1.0.0.0)|Windows Driver Package - ESIM ESIM Unified Driver (03/14/2016 1.0.0.0)|ESIM|Windows Driver Package - Lexmark International Printer  (01/28/2016 3.9.0.0)|Windows Driver Package - Lexmark International Printer  (01/28/2016 3.9.0.0)|Lexmark International|Intel(R) Chipset Device Software|Intel(R) Chipset Device Software|Intel Corporation|Topaz e-Signatures SigPlus 4.4.0.16|Topaz e-Signatures SigPlus 4.4.0.16|Topaz Systems, Inc.|Windows Driver Package - Duali Inc. Korea (DUALI_BULKUSB) USB  (10/21/2014 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (DUALI_BULKUSB) USB  (10/21/2014 2.3.0.1)|Duali Inc. Korea|Customer Support|Customer Support|Lexmark International, Inc.|EU Waste Recycling Information|EU Waste Recycling Information|Lexmark International, Inc.|Lexmark Network Twain Scan Driver|Lexmark Network Twain Scan Driver|Lexmark International, Inc.|Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (11/26/2018 10.1.4.2290)|Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (11/26/2018 10.1.4.2290)|Silicon Laboratories Inc.|Nextware_V032946|Nextware_V032946|Nautilus Hyosung|Intel® Security Assist|Intel® Security Assist|Intel Corporation|Lexmark Local Scan 5.0.0 Scan Driver|Lexmark Local Scan 5.0.0 Scan Driver|Lexmark International, Inc.",34383a577875336a4b6e4e6b355a4e6b355a2f426f4f426f766161624431704b54784b54784a5656334a387938797865617a61626f7857574f525271752b4e56526c733a5751336a4b4e6b316b715a586d30584f626d7543486b5a6b7a4172506f3042,333a6b4f596a794d314b38764f6d744d574174563278466247364b693a576a31684f434d5753677a766a
7782705a-92f0-11ed-b403-0050569b1a81,1fd6b7dc-3bd6-4d77-8dcc-02e98b3907cb,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Java 7 Update 45|Java 7 Update 45|Oracle|InstallDriver32bitOS|InstallDriver32bitOS|duali|Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|StellarProtect|StellarProtect|TXOne|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Application Installation Utility|Application Installation Utility|Diebold|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation|Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf",34383a574a4d414570436943626d642b313931584d336552584e3643374373546f74757475583744585442436849447077704b433543343048304279423043473043493a574a306c4c384d336552584e3636697463323744376b3230373044,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,1fe46509-e9be-4833-bbe5-7fa9eacdde03,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.|InstallDriver32bitOS|InstallDriver32bitOS|duali|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Intel(R) Management Engine Components|Intel(R) Management Engine Components|Intel Corporation|StellarProtect|StellarProtect|TXOne|Java Runtime Environment 1.0.7_55 for ProBase|Java Runtime Environment 1.0.7_55 for ProBase|Wincor Nixdorf International GmbH|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Java 7 Update 75|Java 7 Update 75|Oracle|Intel® Trusted Connect Service Client|Intel® Trusted Connect Service Client|Intel Corporation|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Wincor Nixdorf J/Install V6.4/00 (Build 002322)|Wincor Nixdorf J/Install V6.4/00 (Build 002322)|Wincor Nixdorf International GmbH|Intel(R) ME UninstallLegacy|Intel(R) ME UninstallLegacy|Intel Corporation|Java Auto Updater|Java Auto Updater|Oracle, Inc.",32343a5778436d376537526f512b426342574645336579503979506e58686e446e5856726b4b32447535636f447535635842324258584e4d574e4d504e76633a575162416d4433657950397950584256726b4b6d757475346f5868,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,2053bc73-567d-4a85-a86f-922ffefd7fe2,,Microsoft Windows 7 Professional ,6.1.7601,,32-bit,,"Harvester - Diagnostic Service Plugin|Harvester - Diagnostic Service Plugin|Diebold Nixdorf|Java(TM) 6 Update 30|Java(TM) 6 Update 30|Oracle|Harvester - Retail Device Plugin|Harvester - Retail Device Plugin|Diebold Nixdorf|Harvester - DbdDfs Plugin|Harvester - DbdDfs Plugin|Diebold Nixdorf|Intel(R) Control Center|Intel(R) Control Center|Intel Corporation|InstallDriver32bitOS|InstallDriver32bitOS|duali|Harvester - System Inventory Plugin|Harvester - System Inventory Plugin|Diebold Nixdorf|Application Installation Utility|Application Installation Utility|Diebold|Java 7 Update 45|Java 7 Update 45|Oracle|Harvester - Flight Record Plugin|Harvester - Flight Record Plugin|Diebold Nixdorf|Harvester - Legacy Device Plugin|Harvester - Legacy Device Plugin|Diebold Nixdorf|Microsoft Root Certificate x32|Microsoft Root Certificate x32|Diebold|Harvester - Harvester Service|Harvester - Harvester Service|Diebold Nixdorf|Harvester - AMI Plugin|Harvester - AMI Plugin|Diebold Nixdorf|Java Auto Updater|Java Auto Updater|Sun Microsystems, Inc.|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Windows Driver Package - Duali Inc. Korea (BULKUSB) USB  (01/08/2012 2.3.0.1)|Duali Inc. Korea|Intel(R) Graphics Media Accelerator Driver|Intel(R) Graphics Media Accelerator Driver|Intel Corporation|Symantec SHA256 Code Signing CA Certificate|Symantec SHA256 Code Signing CA Certificate|Diebold|Java Runtime Environment 1.0.8_51 for ProBase|Java Runtime Environment 1.0.8_51 for ProBase|Wincor Nixdorf International GmbH|StellarProtect|StellarProtect|TXOne|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|Windows Driver Package - DUALI (DESCARD0-SERVICE) SmartCardReader  (05/22/2012 1.5.0.0)|DUALI|Wincor Nixdorf ProBase|Wincor Nixdorf ProBase|Wincor Nixdorf International GmbH|Harvester - Agilis Logger Plugin|Harvester - Agilis Logger Plugin|Diebold Nixdorf|Harvester - Service Call History Plugin|Harvester - Service Call History Plugin|Diebold Nixdorf|Harvester - EventLog Plugin|Harvester - EventLog Plugin|Diebold Nixdorf|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf J/Install V6.0/00 (Build 002295)|Wincor Nixdorf International GmbH|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.",34383a57584369437a483043473043447077707950437354414174494b433543684d5a44476d4337437336757475436c39313931584d336a6d32566c3048304279737a3a57586c5748303730516b7844476d364b6337524d335073525863,333a6b4f596a794d314b3650586b4c51676a347758486a3a576a3158303067736b
7782705a-92f0-11ed-b403-0050569b1a81,20a80266-7fee-4e08-9a0d-81d00ea2810c,,Microsoft Windows 10 Enterprise 2016 LTSB,10.0.14393,,64-bit,,Intel(R) ME UninstallLegacy|Intel(R) ME UninstallLegacy|Intel Corporation|Intel(R) Chipset Device Software|Intel(R) Chipset Device Software|Intel Corporation|Intel(R) Management Engine Components|Intel(R) Management Engine Components|Intel Corporation|Realtek PC Camera|Realtek PC Camera|Realtek Semiconductor Corp.|SecuGen WBF driver|SecuGen WBF driver|SecuGen|Intel® Security Assist|Intel® Security Assist|Intel Corporation|SecuGen Hamster WBF Driver(64-bit)|SecuGen Hamster WBF Driver(64-bit)|SecuGen|Intel(R) Processor Graphics|Intel(R) Processor Graphics|Intel Corporation|Intel(R) Rapid Storage Technology|Intel(R) Rapid Storage Technology|Intel Corporation|SNTouch Driver For USB & Serial 5.2A|SNTouch Driver For USB & Serial 5.2A|SEMNTECH|Intel® Trusted Connect Service Client|Intel® Trusted Connect Service Client|Intel Corporation|StellarProtect|StellarProtect|TXOne|Nextware_V032946|Nextware_V032946|Nautilus Hyosung|Windows Driver Package - SecuGen Corporation (WUDFRd) Biometric  (07/24/2017 2.4.0.0)|Windows Driver Package - SecuGen Corporation (WUDFRd) Biometric  (07/24/2017 2.4.0.0)|SecuGen Corporation|PL2303 USB-to-Serial|PL2303 USB-to-Serial|Prolific Technology INC|Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (11/26/2018 10.1.4.2290)|Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (11/26/2018 10.1.4.2290)|Silicon Laboratories Inc.|Realtek Ethernet Controller Driver|Realtek Ethernet Controller Driver|Realtek|Realtek High Definition Audio Driver|Realtek High Definition Audio Driver|Realtek Semiconductor Corp.,32343a577833524e4d574e4d306b6b6b71464a764b3232313272395739426f5739426f3072322b4e2b62794b4f33356d31744f317445694669622b4d7249775a4d72483a57784a764b423073426f4f426f393677794b4f33383159316d49344e49624945,333a6b4f596a794d314b38764f6d744d574174563278466247364b693a576a31684f434d5753677a766a
