serverguid,guid,oscaption,osversion,osarchitecture,apps,fuzzy_hash,fuzzy_hash_without_apps,sim_hash,sim_hash_without_apps
78d3f632-5c39-11ee-831c-000c293e19eb,cdecf619-63c5-46c6-9142-f0f1a10c028a,Microsoft Windows 7 Professional K ,6.1.7601,32-bit,"Chrome|Chrome|Google LLC|StellarProtect|StellarProtect|TXOne Networks Inc.|WinPcap 4.1.3|WinPcap 4.1.3|Riverbed Technology, Inc.|Wireshark 1.10.0 (32-bit)|Wireshark 1.10.0 (32-bit)|The Wireshark developer community, http://www.wireshark.org",363a7a6a31583030675573324363534d492f6a4e69384e69356d374f615445574d4b45574b464747707070566733692f41577056673369696b4d6b345758433a7a78334c476a336a3949486a474d4d69494e69694d53,333a5247584b526a794d314b3650586b4c51675554554432523a7a6a315830306755733252,8861457323735828300,2101502553970500012
